,price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
3313,30000,2,1,1,100.0,20.0,5.0,True,True,False,حي غرناطة,normal_marketer,4.31,88,True
3314,70000,4,1,3,171.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,58,True
3323,50000,4,1,3,150.0,20.0,0.0,True,False,False,حي العارض,normal_marketer,4.17,26,False
3326,60000,4,1,3,200.0,17.0,0.0,True,False,False,حي قرطبة,owner,4.85,41,True
3333,95000,4,2,4,216.0,20.0,11.0,True,True,False,حي الياسمين,normal_marketer,3.75,20,False
3337,58000,4,1,3,280.0,19.0,3.0,True,True,False,حي العارض,exclusive_marketer,4.31,17,True
3338,90000,4,1,3,200.0,36.0,1.0,True,True,False,حي الياسمين,normal_marketer,4.47,6,True
3348,40000,3,1,2,120.0,20.0,0.0,False,False,False,حي العارض,agent,4.52,22,False
3353,85000,4,1,2,280.0,15.0,0.0,True,True,False,حي النرجس,owner,4.24,65,False
3354,50000,4,1,2,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.17,22,True
3355,75000,4,1,3,175.0,33.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.31,59,False
3356,45000,4,1,3,180.0,38.0,5.0,True,True,False,حي الياسمين,owner,4.17,148,False
3358,55000,2,2,2,200.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.69,16,True
3364,70000,4,1,3,220.0,30.0,1.0,True,True,False,حي النرجس,normal_marketer,3.97,25,True
3369,45000,3,1,3,150.0,15.0,0.0,True,True,False,حي المونسية,normal_marketer,3.94,7,True
3370,45000,3,1,3,150.0,20.0,0.0,False,True,False,حي المونسية,owner,4.06,20,True
3374,35000,3,1,2,140.0,16.0,2.0,False,False,False,حي العارض,normal_marketer,4.17,6,True
3375,68000,3,2,3,140.0,20.0,0.0,True,True,False,حي العارض,owner,5.0,42,False
3376,65000,3,1,3,190.0,36.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.35,82,False
3377,28000,2,1,1,110.0,44.0,10.0,True,True,False,حي اليرموك,normal_marketer,4.42,44,False
3379,32000,3,1,2,250.0,21.0,2.0,True,True,False,حي العارض,owner,3.97,40,True
3388,42000,2,2,3,140.0,20.0,0.0,True,True,False,حي المونسية,owner,3.51,6,True
3390,45000,2,2,2,158.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.69,20,False
3393,34000,3,1,2,150.0,15.0,4.0,True,True,False,حي غرناطة,normal_marketer,4.17,15,True
3394,24000,3,1,2,150.0,15.0,0.0,False,False,False,حي الرمال,owner,5.0,22,True
3395,80000,3,1,3,140.0,20.0,2.0,True,True,False,حي العارض,exclusive_marketer,3.94,21,False
3397,20000,3,1,2,150.0,15.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.56,31,False
3405,35000,4,1,2,100.0,15.0,3.0,True,True,False,حي النرجس,exclusive_marketer,4.48,31,True
3406,60000,3,2,3,200.0,30.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.68,38,True
3407,35000,3,1,2,120.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,3.92,31,True
3409,35000,3,1,2,100.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.48,94,False
3410,20000,3,1,2,100.0,15.0,0.0,False,False,False,حي الرمال,exclusive_marketer,5.0,103,False
3416,35000,2,1,1,120.0,31.0,2.0,True,True,False,حي الياسمين,normal_marketer,4.5,103,False
3417,37000,3,1,1,350.0,15.0,0.0,False,False,False,حي العارض,owner,4.2,91,False
3418,50000,3,1,3,150.0,23.0,0.0,True,True,False,حي العارض,normal_marketer,4.44,24,True
3419,70000,3,1,3,150.0,26.0,3.0,True,True,False,حي النرجس,normal_marketer,4.28,20,True
3421,28000,2,1,1,90.0,12.0,4.0,True,True,False,حي المونسية,exclusive_marketer,4.67,125,False
3424,46000,2,1,2,270.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.22,33,False
3425,18000,1,1,2,100.0,32.0,2.0,True,True,False,حي المونسية,owner,4.15,190,False
3433,60000,1,2,3,160.0,36.0,5.0,True,True,False,حي الياسمين,normal_marketer,3.86,28,False
3434,21000,1,1,1,80.0,22.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,28,True
3443,32000,2,1,2,140.0,15.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.35,9,True
3445,23000,1,1,1,90.0,17.0,3.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,18,False
3449,100000,3,1,3,200.0,20.0,1.0,True,True,True,حي الياسمين,agent,4.54,15,True
3450,130000,4,1,4,306.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.44,17,False
3453,55000,3,2,3,160.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,19,True
3454,35000,3,1,2,110.0,20.0,3.0,True,False,False,حي العارض,exclusive_marketer,3.94,11,True
3464,35000,3,1,2,88.0,15.0,6.0,True,True,False,حي قرطبة,agent,4.74,20,False
3470,80000,4,1,3,170.0,30.0,0.0,False,False,False,حي قرطبة,exclusive_marketer,4.31,55,True
3472,33000,3,1,2,250.0,15.0,5.0,True,True,False,حي الياسمين,exclusive_marketer,3.93,25,False
3476,32000,3,1,2,120.0,15.0,0.0,True,False,False,حي النرجس,normal_marketer,4.2,72,False
3479,25000,1,1,1,150.0,24.0,3.0,True,True,False,حي اليرموك,exclusive_marketer,4.26,35,False
3481,35000,3,1,2,145.0,21.0,0.0,True,False,False,حي العارض,normal_marketer,4.29,26,True
3482,30000,3,1,2,145.0,30.0,7.0,True,False,False,حي اليرموك,exclusive_marketer,4.72,135,False
3493,16000,1,0,1,90.0,33.0,4.0,False,True,False,حي اليرموك,agent,4.26,27,False
3495,38000,3,1,2,150.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.74,6,True
3501,13000,1,0,1,100.0,43.0,4.0,True,True,False,حي النرجس,owner,4.39,21,True
3505,25000,1,1,1,70.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,27,True
3511,45000,3,2,3,200.0,14.0,2.0,True,True,False,حي النرجس,agent,4.69,22,True
3517,70000,3,1,3,170.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,3.95,22,True
3524,70000,3,2,3,172.0,30.0,0.0,True,False,False,حي العارض,normal_marketer,3.99,27,False
3525,32000,3,1,2,250.0,18.0,0.0,True,True,False,حي العارض,owner,3.97,20,False
3528,75000,3,1,3,180.0,29.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.26,26,False
3530,35000,3,1,2,138.0,36.0,3.0,False,False,False,حي النرجس,exclusive_marketer,5.0,89,False
3531,70000,3,2,3,170.0,35.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.26,28,False
3534,37000,3,1,1,50.0,21.0,3.0,True,True,False,حي العارض,normal_marketer,4.65,8,True
3535,80000,4,1,3,140.0,30.0,0.0,True,True,False,حي العارض,undefined,4.54,120,False
3539,45000,3,1,3,170.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.56,65,False
3543,22000,1,0,1,50.0,19.0,0.0,True,True,False,حي العارض,owner,4.37,77,False
3545,50000,4,1,2,150.0,17.0,0.0,True,True,False,حي العارض,normal_marketer,4.44,24,True
3547,40000,3,1,2,150.0,15.0,4.0,True,True,False,حي الياسمين,exclusive_marketer,4.31,32,True
3549,45000,4,1,2,130.0,16.0,6.0,True,True,False,حي النرجس,owner,0.0,27,False
3557,18000,1,0,1,75.0,30.0,2.0,True,True,False,حي النرجس,exclusive_marketer,5.0,67,False
3561,42000,3,1,3,120.0,15.0,4.0,True,True,False,حي الياسمين,owner,0.0,60,False
3562,65000,3,2,3,200.0,30.0,0.0,False,True,False,حي المونسية,exclusive_marketer,4.31,20,True
3564,78000,3,1,3,166.0,36.0,0.0,True,False,False,حي النرجس,owner,0.0,34,False
3566,36000,2,1,2,136.0,20.0,3.0,True,True,False,حي النرجس,agent,3.8,25,False
3569,27000,3,1,2,110.0,15.0,11.0,True,False,False,حي المونسية,exclusive_marketer,4.6,55,False
3570,42000,3,1,2,140.0,36.0,1.0,True,False,False,حي قرطبة,agent,4.14,36,True
3575,90000,4,2,3,255.0,36.0,0.0,True,True,True,حي العارض,normal_marketer,3.74,22,True
3579,24000,3,1,2,150.0,30.0,1.0,True,False,False,حي الرمال,normal_marketer,4.22,24,False
3582,45000,3,1,3,150.0,20.0,0.0,False,True,False,حي المونسية,owner,4.06,20,True
3587,60000,3,1,2,160.0,29.0,0.0,True,True,False,حي النرجس,normal_marketer,4.79,21,True
3588,75000,3,1,3,150.0,32.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.28,55,False
3590,57000,4,1,3,150.0,35.0,2.0,True,True,False,حي الفلاح,exclusive_marketer,4.5,24,True
3591,45000,3,1,2,140.0,20.0,0.0,True,False,False,حي اليرموك,agent,4.3,56,False
3594,65000,5,1,3,200.0,36.0,8.0,True,True,False,حي قرطبة,exclusive_marketer,4.0,17,False
3595,33500,3,1,2,168.0,15.0,2.0,False,False,False,حي العارض,owner,4.64,22,True
3596,45000,4,1,2,180.0,17.0,2.0,True,True,False,حي العارض,owner,3.81,29,True
3599,93000,4,1,4,220.0,37.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.79,6,True
3600,30000,3,1,3,350.0,20.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.52,61,True
3601,80000,4,1,3,152.0,29.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.04,23,False
3603,37000,3,1,2,250.0,28.0,0.0,True,True,False,حي العارض,owner,3.97,26,False
3604,60000,4,1,4,200.0,20.0,0.0,True,True,False,حي الياسمين,undefined,4.66,434,False
3607,32000,3,1,2,150.0,15.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.26,20,True
3608,27000,1,1,1,120.0,32.0,2.0,True,True,True,حي اليرموك,exclusive_marketer,4.43,103,False
3619,24000,1,1,1,90.0,20.0,0.0,True,True,False,حي اليرموك,normal_marketer,5.0,106,False
3622,27000,3,1,2,120.0,15.0,8.0,True,True,False,حي المونسية,normal_marketer,4.63,34,False
3628,62000,4,1,3,165.0,30.0,0.0,True,True,False,حي النرجس,normal_marketer,3.97,33,False
3629,25000,3,1,2,130.0,20.0,1.0,True,False,False,حي القادسية,exclusive_marketer,4.09,60,True
3630,48000,3,1,2,120.0,20.0,1.0,True,True,False,حي الياسمين,exclusive_marketer,4.8,22,True
3632,35000,3,1,2,145.0,19.0,2.0,True,False,False,حي العارض,exclusive_marketer,4.26,16,True
3636,25000,3,1,2,180.0,20.0,0.0,True,False,False,حي الرمال,exclusive_marketer,4.08,69,False
3637,35000,3,1,2,120.0,20.0,0.0,False,False,False,حي النرجس,agent,4.59,6,True
3642,35000,3,1,2,140.0,15.0,2.0,True,True,False,حي العارض,normal_marketer,4.36,2,True
3644,45000,3,1,2,150.0,26.0,0.0,True,False,False,حي النرجس,normal_marketer,4.28,8,True
3646,78000,3,2,3,195.0,36.0,0.0,True,True,False,حي النرجس,owner,4.28,23,True
3649,35000,1,1,1,78.0,36.0,0.0,False,False,False,حي القادسية,normal_marketer,4.34,60,True
3651,25000,2,0,2,40.0,28.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.43,17,False
3658,21000,1,1,1,100.0,32.0,0.0,True,True,False,حي اليرموك,owner,4.29,5,True
3659,28000,3,1,2,150.0,20.0,5.0,True,False,False,حي المونسية,exclusive_marketer,4.38,24,True
3661,45000,3,1,3,150.0,26.0,0.0,False,True,False,حي المونسية,normal_marketer,4.79,6,True
3663,60000,3,1,2,120.0,36.0,0.0,True,True,False,حي النرجس,normal_marketer,5.0,18,False
3670,70000,3,2,3,140.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.05,15,True
3671,20000,3,1,2,120.0,20.0,0.0,False,False,False,حي الرمال,exclusive_marketer,4.2,27,False
3672,20000,1,0,1,40.0,16.0,0.0,True,True,False,حي العارض,exclusive_marketer,4.43,44,True
3674,22000,1,1,1,70.0,39.0,11.0,True,True,False,حي اليرموك,normal_marketer,4.42,35,False
3676,70000,3,2,3,200.0,35.0,0.0,False,True,False,حي المونسية,normal_marketer,4.34,60,False
3678,80000,4,2,3,170.0,34.0,0.0,True,True,False,حي الياسمين,normal_marketer,4.31,19,True
3681,30000,3,1,2,120.0,20.0,5.0,False,True,False,حي العارض,exclusive_marketer,3.75,29,False
3691,40000,3,1,2,150.0,25.0,3.0,True,True,False,حي قرطبة,owner,0.0,2,True
3693,47000,3,2,2,160.0,16.0,5.0,True,True,False,حي النرجس,normal_marketer,4.36,53,False
3696,45000,3,1,2,100.0,29.0,0.0,True,True,False,حي قرطبة,normal_marketer,4.69,27,False
3697,65000,3,1,3,200.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.19,18,False
3700,75000,4,1,3,139.0,30.0,0.0,True,True,False,حي العارض,owner,4.2,86,True
3707,35000,3,1,2,165.0,35.0,2.0,False,False,False,حي المونسية,exclusive_marketer,4.72,63,False
3710,75000,3,1,3,166.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,4.0,48,False
3712,85000,3,2,3,280.0,15.0,2.0,True,True,False,حي الياسمين,agent,4.71,32,True
3715,30000,2,1,2,300.0,20.0,0.0,True,False,False,حي العارض,normal_marketer,3.67,18,True
3718,38000,4,1,2,250.0,15.0,5.0,True,True,False,حي النرجس,normal_marketer,3.0,99,True
3723,28500,3,1,2,312.0,15.0,0.0,True,False,False,حي المونسية,owner,0.0,10,True
3724,30000,2,1,1,120.0,40.0,2.0,True,True,False,حي غرناطة,normal_marketer,4.31,61,True
3725,50000,3,1,3,150.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,3.92,24,True
3726,2600,1,1,1,60.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,13,True
3727,45000,3,1,2,130.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.06,18,False
3729,70000,4,1,4,175.0,32.0,0.0,False,True,False,حي غرناطة,exclusive_marketer,4.31,36,False
3735,67000,4,1,3,170.0,20.0,0.0,True,True,False,حي غرناطة,normal_marketer,4.31,5,True
3736,82000,3,1,3,175.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.5,29,False
3737,30000,3,1,2,150.0,15.0,5.0,False,False,False,حي العارض,normal_marketer,3.74,7,True
3742,55000,5,2,2,300.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,3.75,17,False
3750,75000,2,1,3,151.0,36.0,0.0,True,True,True,حي قرطبة,owner,4.68,101,False
3753,75000,3,2,3,180.0,36.0,0.0,True,True,False,حي الياسمين,owner,4.28,27,True
3757,25000,1,1,1,70.0,18.0,2.0,True,True,False,حي المونسية,exclusive_marketer,4.67,115,False
3765,50000,3,1,2,350.0,25.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.64,30,True
3772,25000,1,1,1,50.0,29.0,4.0,True,True,False,حي المونسية,owner,4.52,61,False
3774,23000,1,1,1,150.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,5.0,30,False
3775,25000,3,1,2,200.0,30.0,10.0,True,False,False,حي غرناطة,exclusive_marketer,4.06,20,False
3777,75000,3,1,3,166.0,19.0,0.0,True,True,False,حي النرجس,agent,4.37,30,False
3783,23000,2,0,1,140.0,20.0,5.0,True,True,False,حي قرطبة,exclusive_marketer,4.08,21,True
3785,67000,4,1,3,175.0,34.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.31,4,True
3789,65000,4,2,3,150.0,20.0,0.0,False,False,False,حي المونسية,agent,5.0,86,False
3790,50000,3,1,2,140.0,20.0,0.0,True,True,False,حي قرطبة,normal_marketer,3.43,24,False
3791,70000,4,1,3,200.0,21.0,0.0,True,True,False,حي النرجس,normal_marketer,4.31,22,True
3794,40000,3,1,2,150.0,21.0,0.0,False,True,False,حي العارض,normal_marketer,4.44,24,False
3795,45000,3,1,2,140.0,15.0,11.0,True,True,False,حي الياسمين,owner,5.0,22,True
3798,45000,4,1,3,175.0,20.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.75,8,True
3804,38000,3,1,3,215.0,15.0,3.0,True,False,False,حي النرجس,agent,4.54,38,True
3815,40000,3,1,2,220.0,15.0,8.0,True,True,False,حي النرجس,normal_marketer,4.08,18,True
3823,65000,3,1,3,180.0,36.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,79,False
3827,60000,2,2,3,200.0,14.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.69,22,False
3828,38000,3,1,2,350.0,15.0,6.0,True,True,False,حي الياسمين,owner,3.92,21,True
3832,45000,3,1,2,120.0,16.0,3.0,True,True,False,حي النرجس,exclusive_marketer,4.5,23,True
3835,90000,3,1,3,150.0,20.0,0.0,True,True,False,حي العارض,normal_marketer,3.92,40,True
3837,75000,3,1,3,166.0,15.0,0.0,True,False,False,حي النرجس,normal_marketer,4.39,16,True
3841,90000,4,2,4,255.0,30.0,0.0,True,True,False,حي العارض,owner,5.0,14,True
3843,70000,4,1,3,210.0,19.0,0.0,True,True,True,حي النرجس,exclusive_marketer,4.48,24,False
3844,35000,2,1,2,150.0,20.0,3.0,True,True,False,حي العارض,normal_marketer,4.1,14,True
3848,24000,3,1,2,350.0,20.0,2.0,False,False,False,حي الرمال,exclusive_marketer,4.34,26,False
3850,16000,1,0,1,85.0,39.0,4.0,True,True,False,حي العارض,agent,3.74,44,True
3851,47000,3,1,1,300.0,20.0,4.0,True,True,True,حي النرجس,normal_marketer,4.43,25,False
3856,2100,3,1,2,120.0,18.0,0.0,False,False,False,حي الرمال,owner,5.0,51,False
3859,42000,3,1,2,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,4.44,23,False
3861,40000,2,1,2,140.0,20.0,0.0,False,True,False,حي العارض,agent,0.0,26,False
3862,60000,4,1,3,350.0,20.0,9.0,True,True,False,حي العارض,normal_marketer,4.21,72,False
3865,30000,3,1,2,250.0,25.0,0.0,True,False,False,حي العارض,owner,3.97,31,True
3873,95000,3,2,3,200.0,35.0,0.0,True,True,True,حي النرجس,exclusive_marketer,4.54,20,False
3876,40000,2,1,3,160.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,24,False
3878,70000,4,1,3,150.0,36.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.6,110,True
3884,65000,3,1,3,180.0,19.0,0.0,True,True,False,حي النرجس,normal_marketer,4.67,20,False
3893,27000,2,1,3,150.0,36.0,9.0,True,False,False,حي العارض,exclusive_marketer,4.74,40,True
3894,40000,3,1,2,120.0,20.0,2.0,True,True,False,حي الياسمين,exclusive_marketer,4.08,22,True
3896,65000,4,1,3,180.0,20.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.35,18,False
3910,49000,3,1,3,100.0,20.0,0.0,False,False,False,حي النرجس,exclusive_marketer,4.2,19,False
3912,45000,3,1,3,150.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,4.31,9,True
3919,85000,3,2,3,180.0,35.0,1.0,True,True,False,حي الياسمين,normal_marketer,4.36,4,True
3923,60000,3,1,2,180.0,18.0,0.0,True,True,False,حي النرجس,normal_marketer,4.58,32,False
3924,50000,3,1,2,180.0,30.0,0.0,True,True,False,حي قرطبة,agent,4.74,15,True
3925,36000,2,1,1,180.0,22.0,2.0,True,True,False,حي الياسمين,owner,4.07,89,False
3929,36000,3,1,2,150.0,15.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.25,32,True
3931,63000,4,1,3,250.0,25.0,1.0,True,True,False,حي الياسمين,owner,3.97,51,False
3939,25000,1,1,1,70.0,22.0,5.0,True,True,False,حي اليرموك,normal_marketer,4.35,27,True
3944,65000,3,1,3,250.0,16.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.74,31,True
3949,47000,3,1,2,150.0,15.0,2.0,True,True,False,حي النرجس,normal_marketer,3.74,13,True
3952,46000,3,0,3,118.0,20.0,0.0,True,True,False,حي النرجس,normal_marketer,5.0,22,True
3953,22000,1,0,1,50.0,30.0,2.0,True,True,False,حي النرجس,owner,4.15,191,False
3956,45000,2,1,2,150.0,30.0,2.0,True,True,False,حي النرجس,normal_marketer,4.67,10,True
3957,38000,3,1,1,150.0,32.0,2.0,True,True,False,حي غرناطة,owner,4.17,137,False
3960,40000,2,1,3,130.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,4.28,15,True
3961,65000,4,1,4,150.0,21.0,0.0,True,True,False,حي النرجس,normal_marketer,3.92,26,True
3962,80000,3,1,3,150.0,30.0,1.0,True,True,False,حي الياسمين,agent,4.54,40,False
3965,30000,3,1,2,200.0,25.0,0.0,False,False,False,حي المونسية,owner,4.85,11,True
3968,95000,3,1,3,200.0,28.0,0.0,True,True,False,حي العارض,normal_marketer,4.39,34,True
3969,22000,1,1,1,100.0,30.0,5.0,True,True,False,حي اليرموك,exclusive_marketer,4.37,33,False
3970,30000,3,1,2,250.0,21.0,0.0,True,True,False,حي العارض,owner,3.97,31,True
3972,38000,2,2,3,110.0,20.0,5.0,True,True,False,حي الياسمين,exclusive_marketer,3.94,16,True
3973,40000,2,1,2,100.0,15.0,5.0,True,True,False,حي قرطبة,exclusive_marketer,4.56,19,False
3976,32000,3,1,2,140.0,20.0,5.0,True,False,False,حي اليرموك,agent,4.3,73,True
3982,45000,2,1,3,150.0,18.0,7.0,True,True,False,حي النرجس,normal_marketer,4.07,33,True
3983,35000,2,1,1,250.0,24.0,0.0,True,True,False,حي الياسمين,owner,4.49,151,True
3984,75000,3,1,2,150.0,36.0,3.0,True,True,True,حي الياسمين,undefined,3.93,203,False
3985,83000,4,1,4,234.0,30.0,1.0,True,True,False,حي قرطبة,exclusive_marketer,4.54,65,False
3987,45000,3,1,2,160.0,15.0,2.0,False,False,False,حي النرجس,normal_marketer,4.08,63,True
3989,78000,4,1,3,250.0,15.0,0.0,True,True,False,حي النرجس,normal_marketer,4.44,31,True
3993,25000,2,1,2,150.0,30.0,1.0,True,True,True,حي اليرموك,agent,4.25,79,False
3994,37000,3,1,2,150.0,15.0,10.0,True,True,False,حي المونسية,owner,4.3,147,False
3998,38000,3,2,3,200.0,30.0,14.0,True,False,False,حي غرناطة,exclusive_marketer,4.46,25,True
4000,25000,3,1,2,180.0,20.0,10.0,True,True,True,حي القادسية,exclusive_marketer,4.82,64,False
4003,65000,3,1,3,160.0,30.0,4.0,True,True,False,حي الياسمين,owner,4.2,22,False
4004,40000,3,1,2,150.0,15.0,0.0,False,False,False,حي العارض,normal_marketer,3.74,69,False
4017,25000,3,1,2,140.0,15.0,0.0,False,False,False,حي المونسية,normal_marketer,3.94,3,True
4018,23000,3,1,2,150.0,22.0,0.0,True,False,False,حي الرمال,exclusive_marketer,5.0,73,False
4019,50000,4,1,3,150.0,15.0,0.0,True,True,False,حي العارض,normal_marketer,3.94,17,True
4020,26000,3,1,2,311.0,20.0,0.0,False,False,False,حي المونسية,exclusive_marketer,4.75,106,True
4021,32000,3,1,2,150.0,20.0,0.0,False,False,False,حي المونسية,normal_marketer,4.39,14,True
4022,30000,3,1,2,250.0,23.0,0.0,True,False,False,حي العارض,owner,3.97,31,True
4026,24000,3,1,2,150.0,19.0,7.0,False,False,False,حي اليرموك,agent,4.3,93,True
4027,45000,3,1,3,200.0,19.0,0.0,True,True,False,حي قرطبة,exclusive_marketer,4.19,23,False
4034,30000,3,1,2,150.0,21.0,2.0,True,False,False,حي المونسية,normal_marketer,4.28,12,True
4037,26000,3,1,2,350.0,15.0,5.0,True,False,False,حي المونسية,normal_marketer,3.96,135,True
4045,20000,1,0,1,55.0,20.0,3.0,False,True,False,حي الياسمين,owner,4.07,128,False
4049,75000,3,1,3,166.0,33.0,0.0,True,False,False,حي النرجس,exclusive_marketer,4.31,33,False
4055,48000,3,1,3,160.0,15.0,0.0,True,True,False,حي قرطبة,normal_marketer,3.74,29,True
4058,28000,1,1,1,120.0,28.0,3.0,True,True,False,حي النرجس,owner,4.07,115,False
4060,40000,4,2,2,160.0,15.0,1.0,True,True,False,حي النرجس,exclusive_marketer,4.5,60,False
4067,38000,3,1,2,140.0,15.0,2.0,True,False,False,حي العارض,normal_marketer,5.0,6,True
4071,78000,3,1,3,200.0,32.0,0.0,True,True,False,حي النرجس,normal_marketer,4.34,53,False
4077,24000,3,1,2,170.0,21.0,0.0,True,False,False,حي الرمال,agent,4.96,13,True
4079,23000,1,1,1,50.0,27.0,6.0,True,True,False,حي قرطبة,owner,4.52,52,False
4082,75000,3,1,3,160.0,31.0,0.0,True,True,False,حي النرجس,normal_marketer,4.28,21,True
4088,25000,1,1,1,100.0,26.0,0.0,True,True,True,حي العارض,exclusive_marketer,4.81,116,False
4094,25000,2,1,1,110.0,30.0,0.0,True,True,False,حي اليرموك,exclusive_marketer,4.59,33,True
4095,35000,3,1,2,250.0,21.0,2.0,True,True,False,حي النرجس,owner,3.97,31,True
4097,65000,3,1,3,190.0,21.0,0.0,True,True,False,حي العارض,normal_marketer,4.28,18,True
4102,70000,3,2,4,125.0,15.0,0.0,True,True,False,حي النرجس,agent,5.0,54,True
4106,46000,4,2,3,180.0,15.0,4.0,True,True,False,حي غرناطة,undefined,4.3,161,True
4107,42000,3,1,2,216.0,30.0,0.0,True,True,True,حي الياسمين,owner,4.73,100,True
4113,62000,4,2,4,160.0,30.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.54,22,False
4114,75000,4,1,3,170.0,35.0,0.0,True,True,False,حي النرجس,normal_marketer,4.47,12,True
4118,34000,3,1,2,250.0,26.0,0.0,True,True,False,حي العارض,owner,3.97,17,False
4121,45000,2,1,3,160.0,15.0,0.0,True,True,False,حي النرجس,exclusive_marketer,4.34,28,False
4124,45000,3,1,3,200.0,20.0,0.0,True,False,False,حي النرجس,normal_marketer,4.39,12,True
4126,26000,2,1,2,150.0,20.0,4.0,True,True,False,حي اليرموك,exclusive_marketer,4.08,22,True
4127,75000,4,1,3,180.0,20.0,0.0,True,True,False,حي العارض,owner,4.31,23,False
4130,32000,3,1,3,200.0,15.0,2.0,False,False,False,حي اليرموك,normal_marketer,4.19,13,True
4133,45000,4,1,3,150.0,16.0,3.0,True,True,False,حي النرجس,normal_marketer,4.67,17,True
4134,120000,4,1,2,225.0,20.0,2.0,True,False,False,حي العارض,normal_marketer,4.43,51,False
4135,38000,3,1,3,200.0,15.0,4.0,True,False,False,حي النرجس,normal_marketer,0.0,14,True
4136,30000,1,1,1,100.0,30.0,5.0,True,True,False,حي الياسمين,exclusive_marketer,5.0,67,False
4145,55000,4,1,4,192.0,20.0,0.0,True,True,False,حي الياسمين,agent,4.7,68,False
4146,55000,3,1,2,140.0,28.0,0.0,True,True,False,حي النرجس,normal_marketer,4.75,28,True
4152,20000,1,1,1,70.0,12.0,2.0,True,True,True,حي العارض,exclusive_marketer,4.81,110,False
4153,80000,4,1,4,144.0,26.0,0.0,True,True,False,حي غرناطة,exclusive_marketer,4.34,69,False
4156,35000,2,1,2,130.0,15.0,7.0,True,True,False,حي الياسمين,owner,5.0,43,True
4160,48000,3,2,2,250.0,10.0,1.0,True,True,False,حي النرجس,exclusive_marketer,5.0,21,False
4163,25000,1,1,1,60.0,30.0,3.0,True,True,False,حي المونسية,owner,4.52,61,False
4166,32000,1,1,1,80.0,30.0,1.0,True,True,False,حي العارض,exclusive_marketer,4.43,9,True
4168,25000,1,1,1,80.0,17.0,3.0,True,True,False,حي المونسية,normal_marketer,4.78,61,False
4175,32000,3,1,2,150.0,16.0,3.0,True,False,False,حي النرجس,exclusive_marketer,4.31,20,True
4176,18000,1,1,1,50.0,30.0,0.0,True,True,True,حي اليرموك,exclusive_marketer,4.59,25,False
4185,43000,3,1,2,200.0,31.0,0.0,True,False,False,حي العارض,owner,4.49,40,False
